term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199
romantic,0.22019127,-0.38454902,0.34520787,-0.27272978,-0.49519128,0.4468555,-0.26588535,-0.82631856,-0.083034895,-0.040995855,0.2333244,0.053213842,-0.2509336,-0.62342393,0.30621728,0.057783403,0.029371394,-0.51938814,-0.26218545,-0.070953175,-0.50809985,0.23391777,-0.351613,0.5055946,-0.36050522,0.010553502,0.1151416,0.25298098,-0.6114559,0.68796587,0.07664818,0.25442898,-0.32590044,0.12849827,-0.851997,0.008138384,-0.04932025,0.3687649,0.2025519,0.20886816,-0.3592912,-0.21802248,0.14551663,-0.04088911,-0.6457979,-0.021950724,0.1526497,0.45376626,0.64738184,-0.020757558,-0.052089296,-0.1667808,0.09451134,-0.21605685,0.6111941,0.19599198,0.13382268,-0.40284917,-0.17366889,-0.20280844,-0.1410437,-0.24048537,0.046241928,-0.169664,-0.25467688,-0.1096736,0.11234306,0.37272316,0.44712543,-0.50081295,-0.29365483,-0.09972589,-0.12344574,0.009758024,-0.008074622,0.2056685,-0.3789274,0.029913723,0.3259097,0.40056708,0.38242996,-0.21085693,-0.25276822,-0.20919858,0.19225973,0.12307451,-0.37985992,0.1895217,0.17238101,0.009625394,-0.07694474,-0.2181047,-0.043753117,-0.09081451,-0.15574299,0.15747802,0.2871501,-0.32499698,-0.0835743,0.067227565,-0.9128131,0.47640136,0.31761476,-0.5730102,0.53493565,-0.10598528,-0.077858634,-0.21491916,0.0821369,-0.33853987,0.58785665,-0.16531774,0.22055471,0.0025578556,-0.17413229,-0.06734213,-0.06742394,-0.050180003,-0.18593115,-0.4042207,-0.74837387,-0.12631296,-0.20468378,-0.22613937,0.376713,-0.0117609035,-0.21652855,-0.52107435,0.23478833,0.28528926,0.00674729,-0.43744522,0.1872717,0.2309507,-0.44653636,0.034344114,-0.036146365,-0.20863928,0.23032545,0.30418712,0.23707749,-0.20222916,-0.34337094,-0.73450077,0.2597628,-0.31685057,-0.09399244,-0.043518044,-0.12962924,-0.46580258,-0.06732637,0.68648505,-0.28313214,0.09286495,-0.5334625,0.08521952,-0.34938815,0.33144435,0.023642259,0.20473672,0.19779038,-0.21382828,-0.08464793,0.063228525,0.16608779,0.5461003,-0.14749204,-0.082079075,0.10566334,-0.46502048,0.040653754,0.08163114,0.01328573,0.11932047,0.14690442,-0.383632,0.28740746,-0.008133246,0.22101636,-0.14398481,-0.11161673,-0.17600332,0.1767878,-0.19936381,0.24059106,-0.13166507,0.066793375,0.251093,-0.53488356,0.44334456,0.1383458,-0.26169202,0.56987077,0.536841,0.046298582,0.4063364,-0.39836085,0.2342465,0.17943917,0.120844655
sweet,0.12007002,0.2075039,0.11399895,-0.70630705,0.43868268,-0.3019659,-0.51255614,-0.28958184,0.38103747,0.12364804,-0.40791306,-0.27269107,-0.021690683,-0.9035679,0.28936744,-0.075289704,-0.1833701,-0.30316785,-0.4171404,-0.19393243,-0.7831406,-0.06431243,0.014806527,-0.19361691,0.36252704,0.021864455,0.12071633,0.5356025,-0.07671565,0.7681802,-0.59053296,-0.16831593,-1.1202464,-0.9325457,0.15385689,0.2352523,0.78403443,-0.18536678,-0.25449947,0.17403108,-0.40391657,0.22540756,-0.38079387,0.43599898,-0.52011096,0.049419247,-0.50787514,-0.11471937,-0.16438922,0.011673006,-0.3313918,-0.29752934,-0.5328823,0.052618545,0.67173105,0.36982936,-0.12200854,-0.080761805,0.07527739,-0.2310882,0.14094453,-0.77824205,-0.101301104,-0.0029653532,-0.46849686,-0.07311832,-0.34037018,0.4057691,0.31644067,-0.18348849,-0.75679415,-0.0513078,-0.1711464,0.41200462,-0.034541477,0.07408826,-0.32777786,-0.28001547,-0.18397823,0.19992937,-0.09662791,-0.37381724,0.52118945,-0.13167727,-0.13332738,0.013740633,-0.38664544,0.32591018,0.29252318,0.12538593,-0.22179927,-0.00718694,0.16893359,-0.23788737,-0.31330958,-0.10323868,-0.22349995,-0.096584685,0.26448792,0.29113856,-0.93954045,0.2924788,0.38234392,-0.2743499,0.13742435,0.12753592,0.09937273,-0.7262318,-0.104169756,-0.06378404,-0.12446483,0.33332515,-0.17570324,-0.4331397,0.38389704,0.14210968,0.3767579,0.09866895,0.47624573,0.043791186,-0.5140336,-0.14894377,1.0404449,0.16397616,0.26260978,0.6316021,0.2978524,-0.36537042,0.28075737,0.42992607,0.5730887,-0.15683049,0.6272942,-0.32411945,0.18963657,-0.40921816,0.266167,-0.34071147,0.01581127,-0.1536312,-0.13417912,-0.30481023,-0.5052855,-0.6716645,-0.09982807,0.008975739,0.34642616,0.38351077,0.10376723,-0.46582368,0.106026754,-0.2992362,0.5578496,0.060390413,0.037780665,-0.5718062,-0.43769687,0.12401215,-0.0979175,-0.14650689,0.26709333,-0.011222515,-0.01801018,0.0455068,0.05845013,0.4394178,0.25737423,-0.2610002,-0.15691672,-0.251105,-0.09910536,0.3641917,0.241815,-0.46214706,-0.45788023,0.0843775,-0.09894912,-0.32763436,0.19861028,0.25297374,-0.57777447,0.27714,0.3436053,0.32537648,0.47596595,-0.062146515,0.08482562,-0.42548284,0.29630554,0.03442779,0.29543394,0.048596498,0.038541585,0.063242,-0.37980106,0.16015944,-0.34561703,0.12184407,0.23958854,-0.0605158
dancing,0.20873784,-0.15031445,0.66541696,0.382464,0.80963624,0.06636854,-0.21609697,-0.79999125,-0.37309986,-0.1433642,0.32551768,-0.17222509,0.121070094,-0.4961356,-0.6354779,-0.6804818,0.204356,-0.10232919,0.09052229,-0.30648035,-0.24694121,0.52160275,-0.15419246,0.56485575,-0.014523973,-0.7547594,0.013670991,0.10197946,-0.09346524,0.20471227,-1.1112096,0.4698726,-0.6781054,0.30035055,0.5849444,0.09192223,-0.5227935,-0.3468465,-0.2480141,0.4204213,0.33609092,-0.30663815,-0.25473556,0.35335374,-0.37768173,1.169219,-0.024558583,0.5637402,0.04989106,-0.42303243,0.119095795,-0.26561427,-0.15454441,-0.74738204,0.20393948,0.61182475,-0.26202968,-0.08918789,0.20892324,-0.1518142,0.18986663,0.97459257,-0.004471139,0.71156335,-0.055335708,-0.21215712,0.5592297,-0.51447666,0.23943457,0.38001844,0.21607883,0.37026876,-0.107819505,0.46304372,-0.03557388,0.54435,-0.12457094,0.5140723,1.0369502,-0.880524,0.13752206,0.15795031,0.35157907,0.07822949,-0.069528915,-0.1514587,-0.39145997,0.677062,-0.3706482,0.24182348,-0.81528085,0.2245089,-0.1420447,0.80613965,0.15344155,0.22818446,-0.92754215,-0.27721742,-0.20634244,-0.17921653,-0.31018266,-0.12828895,-0.47040284,-0.08805878,-0.193548,0.14448647,-0.42936146,0.19948892,-0.41765356,-0.58899754,0.44914505,0.098078355,0.70957506,1.2474409,0.31540704,0.2820939,0.7759495,-0.4400204,0.18853694,-0.05010889,0.10636034,-0.3865167,0.4829868,-0.31586987,-0.17853943,0.19778465,-0.5933325,-0.64151835,-0.6710189,0.14178291,0.5676539,0.088195376,-0.23613141,-0.28342563,0.46268618,0.054423325,-0.275032,-0.82623416,-0.44093752,-0.015004184,-0.3609155,-0.08410995,-0.26854563,-0.45423713,0.31031674,0.39281893,-0.43574765,0.04153005,-0.4554407,-0.52719384,-0.003423923,0.34363374,-0.5414771,-0.0066342014,-0.34243384,-0.33005127,-0.17289676,0.03805865,-0.22217222,-0.061549038,-0.23925416,0.31135505,-0.024890307,-0.61160976,0.042505987,0.16759229,-0.576701,-0.30538046,0.25695544,-0.50222665,-0.22670615,0.41286582,0.18699151,-0.42602867,0.031178141,-0.0043908376,0.4195375,0.08197372,0.39819327,0.045292117,-0.40742669,0.19187771,0.011302116,0.85804945,-0.28647858,-0.12834048,0.34799713,0.0823764,-0.8648011,-0.014232862,-0.8839806,0.033240557,-0.028645827,-0.5316088,-0.5653306,-0.22082599,0.08953444,0.023136305,0.12559733,-0.57990026
fun,0.18080881,-0.080586,0.3418081,0.36506763,-0.1467121,-0.313647,-0.051950376,0.3448048,-0.16277003,-0.040029347,0.4781591,-0.054399688,0.5267096,-0.14654106,0.115675665,0.30312836,0.10442424,0.1759264,-0.20898522,-0.11947201,-0.30951494,0.18814649,-0.3048698,0.42178982,0.30051225,0.2798114,0.17904396,-0.14432701,-0.4253377,-0.022864275,0.18898565,0.08744815,-0.1261627,0.1590731,-0.087035686,0.38699245,-0.2381716,-0.21694976,-0.22628804,-0.22543675,0.20992677,-0.7386913,-0.19908458,0.22412589,0.12356728,-0.014032736,0.1377148,0.42457917,0.5502253,-0.082274914,-0.016656835,-0.00037547178,-0.036450613,-0.28342718,0.20876037,0.5860263,-0.24008107,0.24359939,0.5970786,0.28422633,-0.08025412,0.04901584,-0.24947456,0.17856549,0.076638974,0.48805344,0.02252532,0.42431435,0.23402832,-0.4488842,-0.26211265,-0.18468487,0.4572508,-0.0003510276,0.6531175,0.005167191,-1.0035746,0.13627884,-0.33071965,-0.1901818,0.003962084,0.17910081,0.11727399,0.25298083,-0.4342525,0.22080193,0.2960185,0.52462906,0.21671684,0.69115806,-0.7016026,-0.7682636,-0.36775523,0.12646425,-0.107873626,0.2831754,0.048709042,0.2032628,0.2974288,-0.35706583,-0.3719424,-0.2686542,0.30735978,-0.22663449,0.19546214,0.49470583,-0.16940486,-0.17149925,-0.2824407,-0.632161,-0.16546997,0.26562497,-0.17208575,-0.038511008,0.21571755,0.2953072,0.3356205,-0.084408335,-0.26450846,-0.36328384,0.085198894,0.2897312,0.5756567,-0.1323643,0.18006234,0.0017760297,0.10637981,-0.123718455,-0.051401842,0.093201675,0.25256923,0.16024607,-0.4148435,0.09783639,0.5667716,-0.15600042,-0.019961178,-0.23536143,0.41574743,-0.29522023,0.0060853944,-0.106415786,-0.7062268,0.082305446,-0.017689915,-0.051783837,0.24096552,0.20202774,0.15633516,-0.40329108,-0.22002044,0.2943927,-0.10367684,-0.20623197,-0.27599588,-0.082662694,-0.11230769,0.0018678874,-0.3100279,-0.089117005,0.17200664,0.37741968,0.27398527,-0.3429301,0.42506316,0.26679888,0.06704166,-0.06552104,-0.23730429,-0.08331881,0.25177214,-0.37581232,-0.0975418,-0.03452353,0.15755345,-0.061895084,0.2816471,0.2962967,-0.26578477,0.37219286,-0.22678871,-0.02999712,0.061998848,-0.047305204,0.29767916,-0.48434356,0.39100948,-0.04965498,-0.24995711,0.018011251,0.12029751,-0.47608712,0.77784646,-0.5288553,0.5751877,-0.27622226,-0.12207841,0.37339854,0.04977121,0.3283888
uplifting,-0.013085267,-0.09331466,0.19671479,-0.26064986,0.0068888036,-0.060953036,-0.11010152,0.40272,-0.3488355,0.3324521,0.07348336,-0.022046495,-0.13503005,-0.4029649,0.2589852,0.35318708,-0.20586917,0.06391636,0.2164947,0.14315178,0.0065397574,0.26483002,-0.2519641,0.59283364,0.02249794,-0.24403195,-0.20484692,0.19732192,0.37744784,0.17142639,-0.23936898,0.04243868,-0.4985613,-0.18770152,0.08623871,0.42410728,-0.024179254,-0.014419773,-0.4196558,-0.3310769,0.43225232,0.08726279,0.09932345,0.36132136,-0.17748521,-0.107738346,0.47184303,-0.07052889,0.37962174,-0.14166474,-0.3369594,0.13327476,-0.18337981,0.0819726,0.0976431,0.27278236,0.04488736,0.17415078,0.036522396,-0.42920956,0.06115628,-0.22634333,0.01065326,-0.31418064,-0.25151315,0.2923968,0.25395846,0.19399913,0.10800021,0.021189258,0.18755749,0.15501668,0.095433325,0.21697643,0.15071337,0.3771776,-0.4427666,0.34456378,-0.1252854,0.12647511,0.073206075,0.47205797,0.48348182,0.35569048,-0.36475185,0.2968961,-0.016780904,-0.24016531,0.069218814,0.7109531,-0.46723,0.21876428,-0.20332474,0.33136573,0.049099352,-0.11430036,0.6683663,-0.20364296,-0.0007583827,-0.44246173,-0.43769744,-0.08177353,-0.07294686,-0.71471715,0.024897328,0.16852024,-0.4779443,-0.55453557,-0.36198628,-0.3231225,0.123234876,-0.02028166,0.27218342,0.099986486,0.12352573,0.21580504,0.060255032,-0.63324475,-0.52430075,-0.07238886,-0.14268309,0.33496267,-0.16253851,-0.47803837,0.44764394,-0.21770385,-0.1936806,-0.10993465,0.10859821,-0.024434524,-0.015131047,0.7831068,0.5831229,-0.31834698,-0.10488943,0.20096743,0.68610644,-0.14922927,-0.12159659,-0.15494156,-0.034457885,0.03255261,-0.12677221,-0.5906965,0.07985411,-0.0032695567,0.03420848,0.14648338,0.1986409,-0.415456,0.33514813,0.3720382,0.063140996,-0.2996946,-0.22586732,-0.38614812,0.074399486,0.2076343,-0.42604452,-0.22798966,0.04443523,0.2542174,0.321121,-0.41146833,0.30773932,-0.07002217,0.019097503,-0.07012733,-0.124853544,0.26855883,0.26472026,0.016011959,0.30573577,-0.31404194,-0.59998834,-0.022988811,0.5068863,0.41340613,0.06888306,-0.06252016,-0.2777182,0.008305896,0.68129987,-0.81301254,-0.18854073,-0.4833714,0.030831674,-0.0014527276,-0.2935629,-0.15389743,-0.032181237,0.24002679,0.6497337,-0.40473676,0.278217,0.28795674,0.19884133,0.326346,0.13823277,0.2908866
pleasure,-0.62102944,-0.3509907,0.18837157,-0.26631102,-0.6345553,-0.3220601,-0.0050232434,-0.15656367,0.3598195,0.7096717,0.26063704,-0.039087325,-0.14379925,-0.1822498,0.1718519,-0.2198366,0.24846584,-0.4508944,0.028547516,0.11871738,-0.25862703,0.24525855,-0.25517935,0.55192655,-0.20934968,-0.5372313,0.2927642,0.37330055,-0.27084202,0.07671053,0.34839165,0.14106809,-0.05624013,-0.1338637,0.033398796,0.75487614,0.24441513,0.2053337,-0.26630434,0.3838934,-0.11263781,-0.36735493,-0.21428438,0.072357,0.18725477,0.25524756,0.763778,0.56377685,-0.18053024,0.60549736,-0.38338885,0.25578412,-0.3435747,-0.26557428,-0.6827686,0.71501243,-0.015359289,0.16286871,0.037972588,0.48024485,-0.19283071,-0.113445275,-0.74310327,-0.17345855,0.29079837,0.36288807,-0.5916773,0.3081893,0.07518598,-0.41752774,-0.07190838,0.42881727,0.058935024,-0.11903409,0.19211657,0.06531055,-0.9348901,0.59842736,0.4481194,-0.12928623,0.79833716,-0.23791444,0.22399603,0.42021924,0.29893988,0.1843689,0.069163576,0.56972224,0.088092595,-0.25763693,0.035007037,0.2140306,-0.033925906,-0.21236368,0.44820967,0.2586617,0.640537,0.043429334,-0.16359316,-0.1412753,-0.19891876,-0.29125056,0.09279737,-0.02708851,-0.037924014,0.29745093,-0.13779078,-0.42150688,0.1008251,-0.02452442,0.1556772,0.27210495,-0.62448406,-0.67651725,-0.03868181,0.2698055,0.81919575,0.33958843,0.24848238,-0.750565,-0.3717175,0.16839296,0.5491764,-0.010567527,0.063236095,0.07449429,-0.12458196,0.28449398,0.30378446,0.04486822,0.50718176,0.23401909,-0.3366696,0.39896446,0.14348647,0.3754538,0.34918502,-0.21791974,-0.025025973,0.010095045,-0.25522202,-0.5587771,-0.039217547,-0.38795754,0.053807564,-0.12174343,0.17085329,0.107777506,0.05882977,-0.4603434,0.031310786,-0.054777473,-0.3477076,0.32403722,0.112013325,-0.113773495,0.1455627,0.12738457,-0.14183582,-0.21370433,0.04178978,-0.17063075,-0.44668975,-0.42190078,0.34289488,0.2966549,-0.0024148815,-0.3705423,-0.012903933,-0.35834712,-0.16599625,0.013514676,0.42973286,-0.12532113,0.33437458,0.4892132,0.004901289,-0.14805615,0.14913344,-0.34087637,-0.3608534,-0.29111844,0.029764235,0.10291633,0.6107162,-0.87915677,-0.35724354,0.1204595,-0.73030984,0.070025295,-0.06999883,0.2232271,0.64477694,-0.2569651,-0.5641446,-0.2605742,0.53474534,0.41683125,-0.24236266,-0.18030483
aggressive,-0.39427963,0.38822725,-0.4142866,0.19305877,0.25448662,-0.268147,-0.4646033,-0.3049972,0.05838575,-0.028326087,-0.20011641,0.29484656,0.031484812,-0.0740468,-0.35521775,-0.1610897,0.10544081,-0.50938666,-0.15028605,0.15333039,0.117605545,0.31263092,-0.43673483,0.60851556,-0.0567827,0.11696631,0.06043553,-0.48694336,-0.10670529,0.4917667,0.2681875,-0.041593757,0.25489202,-0.23060855,-0.4197276,0.31212226,0.08336816,0.1719823,-0.4094949,0.3368813,0.039304145,-0.029634269,-0.75426406,-0.19442217,0.27239025,0.42530134,0.83468354,-0.30911446,-0.08900109,0.2976386,0.12735105,0.28934735,-0.37113366,-0.48287934,-0.21651304,0.82193893,-0.14285672,-0.27061236,-0.022736099,0.014241934,0.05224547,-0.72192675,-0.26265597,-0.34152275,-0.23035707,0.5231522,-0.6170804,-0.47182724,0.35846266,0.13678965,-0.53260374,0.49897814,0.2421235,0.06769412,0.12684649,0.06450386,0.11567954,0.23071344,0.1612069,0.5648603,0.20697194,0.34698385,0.25720313,-0.4198312,0.62506545,-0.32975495,0.4010344,0.09818069,0.017210217,0.50625366,-0.2902348,-0.10113939,-0.6403725,0.038111094,-0.23274827,-0.09965769,-0.10410801,-0.06145984,-0.2281349,-0.24843925,-0.35310197,-0.2473643,-0.19285722,-0.46697408,-0.07271962,0.37423378,-0.27332363,0.20518197,-0.67683375,-0.05845465,0.12642743,0.03147071,-0.55458415,0.29793543,0.028075302,-0.2942861,0.3732146,-0.033018295,-0.035778172,-0.42093098,0.21824975,0.074678026,0.5195284,-0.46009728,0.16885121,-0.47135028,0.040865574,0.21402451,-0.23464327,-0.705666,-0.19083907,0.46941411,0.17954567,-0.1990217,-0.22511539,-0.31273037,0.61267775,-0.677501,0.19781174,-0.2837861,0.06598257,0.3316879,-0.4724484,-0.36984596,-0.21540846,-0.2995352,-0.32218003,0.5983021,0.02767069,-0.14263095,-0.17248769,0.3725758,0.16359174,-0.120867595,0.17726384,-0.0773766,0.06944719,-0.030071488,0.18807346,-0.2657709,-0.4898317,-0.51903826,0.7331007,-0.024261415,-0.14422242,0.066891484,0.42652056,-0.21033883,-0.6542856,-0.3078073,-0.26771712,0.2661214,0.28611273,0.2965308,-0.5543519,-0.11544022,0.1809909,0.46386054,0.26961896,0.0009395508,-0.9760764,0.23366426,0.29248112,-0.06552076,0.05157759,-0.02488865,-0.22521201,0.30321768,0.023879558,-0.09770337,-0.7390415,-0.15879919,0.54108894,-0.4100005,0.10782625,-0.318726,-0.18822232,-0.12712392,0.5560654,1.0082778
angry,-0.101345204,-0.31140867,-0.19648477,0.39271745,-0.0060337665,0.0070810355,-0.155932,0.04579458,0.049362063,-0.25227904,-0.4123664,0.06902818,-0.028786264,-0.19912836,-0.09470779,0.15930742,-0.24135491,0.10321278,-0.2696738,-0.33655098,0.07624599,-0.17420556,0.025032524,0.22526503,-0.010768225,0.006653336,0.5918936,0.1656975,-0.28421828,0.6673756,0.118668996,0.25750992,-0.2393812,0.18628143,-0.5154473,0.6003789,0.41887686,0.008814804,-0.17585158,0.39314857,0.16795991,-0.100095846,-0.7398411,-0.017762227,0.3350515,0.46609512,-0.051764566,-0.046547987,0.3194533,0.13545386,0.43535364,0.43237284,0.020500578,0.11342098,-0.2173602,0.59001213,-0.46306503,-0.060729418,0.48287216,0.13925786,-0.06685214,-0.35052246,-0.20418575,-0.3037448,-0.2534665,-0.060784668,-0.32268304,-0.12129226,0.21895409,-0.35172358,-0.99207366,-0.18290575,0.29840404,0.42932126,0.013436866,-0.26830572,0.39808828,-0.21451925,0.24761803,0.25776744,0.121472426,-0.15473258,0.19289657,-0.16832903,-0.022355018,-0.39878133,0.003442606,0.0077529787,-0.43889728,-0.030547203,-0.29373926,-0.2904166,0.057624746,0.68158925,-0.76160514,-0.0928589,-0.5255292,0.1729117,0.11846076,-0.54552096,-0.39371473,-0.0009004099,0.2886419,-0.41277075,-0.07217924,-0.1863304,-0.025133848,0.31558684,-0.48605412,0.19673306,0.19196784,-0.07669397,0.16540293,-0.13047563,-0.06644536,-0.06356934,0.38447413,-0.1339683,-0.49767038,-0.6025498,0.096269645,-0.4805541,0.63474464,-0.18109837,0.28659022,-0.13387555,-0.23998903,0.2759495,0.2018842,-0.4373554,0.06716623,0.034352146,0.091238454,0.5738152,-0.3870847,-0.2667003,0.19578254,-0.87513745,0.3281913,-0.4409636,0.08132405,-0.38036054,-0.6473758,-0.18527968,0.39372125,-0.07684428,-0.10879461,0.3935032,-0.33601102,-0.26433894,-0.42419168,0.46381104,-0.37242872,-0.042896762,0.022952177,-0.5268014,0.28482148,-0.08939828,-0.7324346,-0.084379666,-0.21446793,0.63199264,-0.10352003,-0.44585088,-0.118012264,-0.41838688,-0.19244325,-0.32598194,-0.3073701,-0.39005247,0.016545512,-0.31446767,0.051652778,0.4494279,-0.046706278,-0.4530244,-0.21590659,-0.0036502744,0.5029919,0.22258085,-0.24656132,-0.26297817,-0.6140204,-0.06829114,0.18991445,-0.27716458,0.07716032,-0.66946304,-0.4149382,0.58464694,0.12807944,-0.061392322,0.071702935,-0.2109745,-0.36458993,-0.025740277,0.12070787,-0.25073817,-0.040471632,0.51555663
haunting,0.007666576,-0.1704902,-0.0020944772,-0.13378648,0.1391371,-0.5521419,-0.04209991,-0.17960586,0.1899669,0.4823886,0.15744072,0.104375966,0.13487114,-0.34706998,0.33965617,0.21984541,-0.019762833,-0.38869792,0.066232674,-0.36021706,0.11187443,0.29853988,-0.16343887,0.13030525,0.0008227309,0.052009158,-0.078607865,0.14604841,-0.60946643,0.36731032,-0.042646986,-0.04789075,-0.7709867,0.03437829,-0.39922288,0.21853074,0.23512685,-0.13394894,0.19319625,-0.04850583,-0.37823907,-0.31283596,-0.26738745,0.1346544,-0.19297905,-0.10893088,0.65155905,0.069316,0.79024214,-0.019066356,-0.01935536,-0.22888826,-0.3049825,-0.33626845,-0.08075246,0.14176294,-0.13461752,0.23882897,-0.1812751,0.05463796,0.3366051,-0.042197447,0.4684057,-0.52718073,-0.43061173,0.4328533,0.46503475,0.2101561,0.21601646,-0.47633505,-0.50338596,-0.24566492,0.38386297,0.1428709,-0.21564604,-0.32077435,0.05899962,0.07787859,0.17187966,0.3634591,-0.047240674,-0.00093876646,0.12949105,-0.05569691,-0.086650014,-0.075924456,-0.23391007,0.2938843,-0.22072007,-0.46372315,-0.43912908,-0.20628726,0.018528726,0.44497842,-0.16595283,-0.24556105,0.1995441,-0.69875896,-0.08158917,-0.19194405,-0.2926358,-0.19783153,-0.20931068,-0.24930578,-0.16295575,-0.27804258,-0.63674575,-0.21604392,-0.11181201,-0.20696716,-0.42866015,-0.1492371,0.5281505,-0.25767204,-0.20655225,0.039566986,0.24286583,-0.06165077,0.25133458,-0.33835122,-0.44571978,-0.3027829,0.012906081,0.06012939,-0.19558261,0.52814436,0.35701594,-0.71958953,0.30240571,-0.0005789806,0.17331937,0.016695747,0.8049833,0.21011616,-0.13918507,0.49759388,0.08942531,-0.4454394,0.16503243,-0.07409318,-0.12760293,-0.4816238,-0.1571012,-0.5611614,0.033814568,-0.0366413,-0.027615419,-0.0029762324,0.40227056,-0.34669235,0.21369496,-0.22624646,-0.30959436,-0.22979023,-0.013886951,-0.13658357,0.109871626,0.28461134,-0.21217676,-0.14520939,-0.016890176,-0.17318936,-0.18805729,-1.0221455,-0.19701236,0.35982823,0.11120508,-0.33922806,-0.5404165,0.06276957,0.21873032,-0.053654257,0.47265717,-0.16793205,-0.04405666,-0.0047480534,-0.14021972,0.15354194,-0.093716115,0.103086784,-0.05401124,-0.04848656,-0.34390423,0.24637087,-0.024267083,-0.31574658,0.09567234,-0.442144,-0.6143572,-0.470655,-0.03177247,0.04086936,0.0937631,-0.043572616,-0.016954254,0.0016132778,0.15563232,0.083795175,0.5590009,0.27408087
soothing,0.1023773,-0.73310834,-0.10765781,-0.009321985,0.0075697666,-0.7475811,-0.1321533,-0.13205956,0.15387242,-0.03142881,0.42690268,0.23079981,-0.3342889,-0.44634953,0.011746371,0.6576214,-0.44921222,-0.27547708,-0.034374926,0.17597555,-0.2678851,0.14057122,0.32045406,0.48829174,0.2149088,-0.018664949,-0.4055135,0.059830226,-0.13169362,0.6842424,-0.17525491,-0.2177713,-0.7336712,-0.25321656,-0.111311845,-0.26113206,-0.021354496,0.037842937,0.34097615,-0.14445728,-0.057645258,-0.103718765,-0.012926079,0.29199237,-0.7732316,-0.20084298,-0.10930394,-0.05493798,0.5626733,-0.05744409,-0.32414848,-0.34185618,0.14708722,0.048467543,-0.28693262,0.19638996,-0.3299534,-0.11923389,-0.106302306,0.072237656,0.18199389,-0.20291738,0.3688076,-0.22041352,-0.3224588,-0.15779677,-0.15581474,0.123810604,0.07912329,-0.050872512,-0.9077048,-0.12001212,-0.06788288,0.3961956,-0.16500118,-0.011471222,-0.34430614,0.4881716,-0.21720636,0.36375916,0.054569125,-0.40475693,-0.083349735,0.10596198,-0.29833198,-0.021775048,-0.5647062,0.2931223,-0.19237828,0.051271122,-0.27023375,0.061470736,0.3433144,0.28526253,-0.33868796,-0.20727901,0.17339982,0.053465802,0.30232382,0.24844554,-0.30293489,-0.16581969,-0.08463865,-0.37643468,-0.45668235,0.20352201,-0.29075778,-0.090062216,-0.19831233,0.19329984,-0.122803695,0.15148869,0.35889053,-0.20270656,-0.4001255,0.4198487,0.025458455,0.034607887,0.45906034,-0.011124398,0.03586192,-0.18581262,0.6402748,-0.34738407,0.1866747,0.25880495,0.53560674,-0.5848102,0.23391038,0.16389862,0.48896927,0.7218034,0.5238339,0.042390857,-0.54632264,0.01703655,0.033094842,-0.7249741,0.06597773,0.557528,0.036399152,-0.17033634,-0.43673983,-0.72507775,0.5938227,-0.37883496,-0.21289444,0.532563,-0.049838327,-0.807132,0.05375581,-0.06084331,-0.25563583,-0.13688919,-0.38248414,-0.3347354,0.27798402,0.07598123,-0.2837903,-0.08665282,0.40974584,-0.22632293,0.33955762,0.034818593,-0.42775378,0.44542533,-0.1546186,-0.32890943,-0.26252425,0.11226088,0.41525084,0.4198076,-0.04727326,-0.0756038,-0.11368186,-0.1171913,0.14754392,0.3577899,0.009036569,-0.2878154,-0.10776507,0.16753164,-0.12462016,-0.2356472,0.34058172,-0.53588045,-0.06994996,0.08492332,-0.05410264,-0.21710876,-0.17302634,-0.0756312,0.02005174,0.29231042,-0.6561445,0.13860653,0.2003182,0.5201129,0.46143362,0.14275213
